subject,what_about,comments,gender,heard_of,hear_more,what_is_fixed,duration,dweck_sum_score,goal1,goal2,goal3,goal_wording,prompt_wording,dependent_measure,trial_type,version,goal_variable,goal_timeline,goal_impress,response,can_describe_fixed
23,evaluvation of mindsets,none,female,yes,,It means intelligence is fixed and do develop with practice or experience,652239,4,NA,NA,NA,achieve,orignal,original,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,1,yes
23,evaluvation of mindsets,none,female,yes,,It means intelligence is fixed and do develop with practice or experience,652239,4,NA,NA,NA,achieve,orignal,original,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,6,yes
23,evaluvation of mindsets,none,female,yes,,It means intelligence is fixed and do develop with practice or experience,652239,4,NA,NA,NA,achieve,orignal,original,d,You can always substantially change how intelligent you are,NA,NA,NA,6,yes
24,self esteem,none,female,no,no,,83477,13,being good at math,doing well on this test,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
24,self esteem,none,female,no,no,,83477,13,being good at math,doing well on this test,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
24,self esteem,none,female,no,no,,83477,13,being good at math,doing well on this test,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
24,self esteem,none,female,no,no,,83477,13,being good at math,doing well on this test,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
24,self esteem,none,female,no,no,,83477,13,being good at math,doing well on this test,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
24,self esteem,none,female,no,no,,83477,13,being good at math,doing well on this test,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
24,self esteem,none,female,no,no,,83477,13,being good at math,doing well on this test,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
24,self esteem,none,female,no,no,,83477,13,being good at math,doing well on this test,doing well on future tests,original,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,5,no
24,self esteem,none,female,no,no,,83477,13,being good at math,doing well on this test,doing well on future tests,original,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
24,self esteem,none,female,no,no,,83477,13,being good at math,doing well on this test,doing well on future tests,original,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,5,no
24,self esteem,none,female,no,no,,83477,13,being good at math,doing well on this test,doing well on future tests,original,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,3,no
25,Im not sure,,male,no,yes,,134777,16,improving at math,doing well on future tests,showing your teacher that you try at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
25,Im not sure,,male,no,yes,,134777,16,improving at math,doing well on future tests,showing your teacher that you try at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
25,Im not sure,,male,no,yes,,134777,16,improving at math,doing well on future tests,showing your teacher that you try at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
25,Im not sure,,male,no,yes,,134777,16,improving at math,doing well on future tests,showing your teacher that you try at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
25,Im not sure,,male,no,yes,,134777,16,improving at math,doing well on future tests,showing your teacher that you try at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
25,Im not sure,,male,no,yes,,134777,16,improving at math,doing well on future tests,showing your teacher that you try at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
25,Im not sure,,male,no,yes,,134777,16,improving at math,doing well on future tests,showing your teacher that you try at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
25,Im not sure,,male,no,yes,,134777,16,improving at math,doing well on future tests,showing your teacher that you try at math,value,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,4,no
25,Im not sure,,male,no,yes,,134777,16,improving at math,doing well on future tests,showing your teacher that you try at math,value,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,3,no
25,Im not sure,,male,no,yes,,134777,16,improving at math,doing well on future tests,showing your teacher that you try at math,value,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,2,no
25,Im not sure,,male,no,yes,,134777,16,improving at math,doing well on future tests,showing your teacher that you try at math,value,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,3,no
26,math questions,no,female,no,yes,,106841,14,NA,NA,NA,achieve,orignal,original,g,ability,ability,NA,for_me,0.72,no
26,math questions,no,female,no,yes,,106841,14,NA,NA,NA,achieve,orignal,original,g,test_now,test,now,for_me,0.71,no
26,math questions,no,female,no,yes,,106841,14,NA,NA,NA,achieve,orignal,original,g,test_future,test,future,for_me,0.89,no
26,math questions,no,female,no,yes,,106841,14,NA,NA,NA,achieve,orignal,original,g,show_ability,ability,NA,show,0.79,no
26,math questions,no,female,no,yes,,106841,14,NA,NA,NA,achieve,orignal,original,g,show_effort,effort,NA,show,0.76,no
26,math questions,no,female,no,yes,,106841,14,NA,NA,NA,achieve,orignal,original,g,improve,improve,NA,for_me,0.84,no
26,math questions,no,female,no,yes,,106841,14,NA,NA,NA,achieve,orignal,original,g,test_bad,test,NA,for_me,0.21,no
26,math questions,no,female,no,yes,,106841,14,NA,NA,NA,achieve,orignal,original,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,5,no
26,math questions,no,female,no,yes,,106841,14,NA,NA,NA,achieve,orignal,original,d,You can always substantially change how intelligent you are,NA,NA,NA,5,no
26,math questions,no,female,no,yes,,106841,14,NA,NA,NA,achieve,orignal,original,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,5,no
26,math questions,no,female,no,yes,,106841,14,NA,NA,NA,achieve,orignal,original,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,5,no
27,if you think intelligence is something you can improve,Thank you,female,no,no,,95785,12,NA,NA,NA,original,training,original,g,test_bad,test,NA,for_me,0,no
27,if you think intelligence is something you can improve,Thank you,female,no,no,,95785,12,NA,NA,NA,original,training,original,g,show_effort,effort,NA,show,0.76,no
27,if you think intelligence is something you can improve,Thank you,female,no,no,,95785,12,NA,NA,NA,original,training,original,g,show_ability,ability,NA,show,0.78,no
27,if you think intelligence is something you can improve,Thank you,female,no,no,,95785,12,NA,NA,NA,original,training,original,g,test_now,test,now,for_me,1,no
27,if you think intelligence is something you can improve,Thank you,female,no,no,,95785,12,NA,NA,NA,original,training,original,g,ability,ability,NA,for_me,0.72,no
27,if you think intelligence is something you can improve,Thank you,female,no,no,,95785,12,NA,NA,NA,original,training,original,g,improve,improve,NA,for_me,0.69,no
27,if you think intelligence is something you can improve,Thank you,female,no,no,,95785,12,NA,NA,NA,original,training,original,g,NA,NA,NA,NA,NA,no
27,if you think intelligence is something you can improve,Thank you,female,no,no,,95785,12,NA,NA,NA,original,training,original,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,2,no
27,if you think intelligence is something you can improve,Thank you,female,no,no,,95785,12,NA,NA,NA,original,training,original,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,2,no
27,if you think intelligence is something you can improve,Thank you,female,no,no,,95785,12,NA,NA,NA,original,training,original,d,You can always substantially change how intelligent you are,NA,NA,NA,3,no
27,if you think intelligence is something you can improve,Thank you,female,no,no,,95785,12,NA,NA,NA,original,training,original,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,3,no
28,Gauging peoples responses toward work,,male,no,no,,193646,8,doing well on this test,doing well on future tests,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
28,Gauging peoples responses toward work,,male,no,no,,193646,8,doing well on this test,doing well on future tests,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
28,Gauging peoples responses toward work,,male,no,no,,193646,8,doing well on this test,doing well on future tests,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
28,Gauging peoples responses toward work,,male,no,no,,193646,8,doing well on this test,doing well on future tests,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
28,Gauging peoples responses toward work,,male,no,no,,193646,8,doing well on this test,doing well on future tests,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
28,Gauging peoples responses toward work,,male,no,no,,193646,8,doing well on this test,doing well on future tests,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
28,Gauging peoples responses toward work,,male,no,no,,193646,8,doing well on this test,doing well on future tests,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
28,Gauging peoples responses toward work,,male,no,no,,193646,8,doing well on this test,doing well on future tests,showing your teacher that you try at math,original,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,2,no
28,Gauging peoples responses toward work,,male,no,no,,193646,8,doing well on this test,doing well on future tests,showing your teacher that you try at math,original,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,5,no
28,Gauging peoples responses toward work,,male,no,no,,193646,8,doing well on this test,doing well on future tests,showing your teacher that you try at math,original,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,5,no
28,Gauging peoples responses toward work,,male,no,no,,193646,8,doing well on this test,doing well on future tests,showing your teacher that you try at math,original,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,2,no
29,to studt people,,male,no,,,210568,12,NA,NA,NA,achieve,orignal,original,g,test_future,test,future,for_me,0.61,no
29,to studt people,,male,no,,,210568,12,NA,NA,NA,achieve,orignal,original,g,test_now,test,now,for_me,0.82,no
29,to studt people,,male,no,,,210568,12,NA,NA,NA,achieve,orignal,original,g,show_ability,ability,NA,show,0.81,no
29,to studt people,,male,no,,,210568,12,NA,NA,NA,achieve,orignal,original,g,show_effort,effort,NA,show,0.94,no
29,to studt people,,male,no,,,210568,12,NA,NA,NA,achieve,orignal,original,g,improve,improve,NA,for_me,0.74,no
29,to studt people,,male,no,,,210568,12,NA,NA,NA,achieve,orignal,original,g,test_bad,test,NA,for_me,0.31,no
29,to studt people,,male,no,,,210568,12,NA,NA,NA,achieve,orignal,original,g,ability,ability,NA,for_me,0.58,no
29,to studt people,,male,no,,,210568,12,NA,NA,NA,achieve,orignal,original,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,3,no
29,to studt people,,male,no,,,210568,12,NA,NA,NA,achieve,orignal,original,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,4,no
29,to studt people,,male,no,,,210568,12,NA,NA,NA,achieve,orignal,original,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,5,no
29,to studt people,,male,no,,,210568,12,NA,NA,NA,achieve,orignal,original,d,You can always substantially change how intelligent you are,NA,NA,NA,4,no
30,no idea,,male,no,no,,117825,12,improving at math,doing well on future tests,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
30,no idea,,male,no,no,,117825,12,improving at math,doing well on future tests,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
30,no idea,,male,no,no,,117825,12,improving at math,doing well on future tests,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
30,no idea,,male,no,no,,117825,12,improving at math,doing well on future tests,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
30,no idea,,male,no,no,,117825,12,improving at math,doing well on future tests,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
30,no idea,,male,no,no,,117825,12,improving at math,doing well on future tests,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
30,no idea,,male,no,no,,117825,12,improving at math,doing well on future tests,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
30,no idea,,male,no,no,,117825,12,improving at math,doing well on future tests,being good at math,original,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,2,no
30,no idea,,male,no,no,,117825,12,improving at math,doing well on future tests,being good at math,original,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,5,no
30,no idea,,male,no,no,,117825,12,improving at math,doing well on future tests,being good at math,original,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,5,no
30,no idea,,male,no,no,,117825,12,improving at math,doing well on future tests,being good at math,original,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
31,opinions,I found it very interesting thanks,female,no,no,,1177335,9,doing well on this test,improving at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
31,opinions,I found it very interesting thanks,female,no,no,,1177335,9,doing well on this test,improving at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
31,opinions,I found it very interesting thanks,female,no,no,,1177335,9,doing well on this test,improving at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
31,opinions,I found it very interesting thanks,female,no,no,,1177335,9,doing well on this test,improving at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
31,opinions,I found it very interesting thanks,female,no,no,,1177335,9,doing well on this test,improving at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
31,opinions,I found it very interesting thanks,female,no,no,,1177335,9,doing well on this test,improving at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
31,opinions,I found it very interesting thanks,female,no,no,,1177335,9,doing well on this test,improving at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
31,opinions,I found it very interesting thanks,female,no,no,,1177335,9,doing well on this test,improving at math,showing your teacher that you have high math ability,original,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,6,no
31,opinions,I found it very interesting thanks,female,no,no,,1177335,9,doing well on this test,improving at math,showing your teacher that you have high math ability,original,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,1,no
31,opinions,I found it very interesting thanks,female,no,no,,1177335,9,doing well on this test,improving at math,showing your teacher that you have high math ability,original,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,1,no
31,opinions,I found it very interesting thanks,female,no,no,,1177335,9,doing well on this test,improving at math,showing your teacher that you have high math ability,original,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,1,no
32,opinions,thanks,female,no,no,,1229553,9,doing well on this test,showing your teacher that you try at math,being good at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
32,opinions,thanks,female,no,no,,1229553,9,doing well on this test,showing your teacher that you try at math,being good at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
32,opinions,thanks,female,no,no,,1229553,9,doing well on this test,showing your teacher that you try at math,being good at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
32,opinions,thanks,female,no,no,,1229553,9,doing well on this test,showing your teacher that you try at math,being good at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
32,opinions,thanks,female,no,no,,1229553,9,doing well on this test,showing your teacher that you try at math,being good at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
32,opinions,thanks,female,no,no,,1229553,9,doing well on this test,showing your teacher that you try at math,being good at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
32,opinions,thanks,female,no,no,,1229553,9,doing well on this test,showing your teacher that you try at math,being good at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
32,opinions,thanks,female,no,no,,1229553,9,doing well on this test,showing your teacher that you try at math,being good at math,value,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,1,no
32,opinions,thanks,female,no,no,,1229553,9,doing well on this test,showing your teacher that you try at math,being good at math,value,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,1,no
32,opinions,thanks,female,no,no,,1229553,9,doing well on this test,showing your teacher that you try at math,being good at math,value,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,6,no
32,opinions,thanks,female,no,no,,1229553,9,doing well on this test,showing your teacher that you try at math,being good at math,value,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,1,no
33,unsure,,male,no,yes,,90477,17,doing well on this test,doing well on future tests,improving at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
33,unsure,,male,no,yes,,90477,17,doing well on this test,doing well on future tests,improving at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
33,unsure,,male,no,yes,,90477,17,doing well on this test,doing well on future tests,improving at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
33,unsure,,male,no,yes,,90477,17,doing well on this test,doing well on future tests,improving at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
33,unsure,,male,no,yes,,90477,17,doing well on this test,doing well on future tests,improving at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
33,unsure,,male,no,yes,,90477,17,doing well on this test,doing well on future tests,improving at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
33,unsure,,male,no,yes,,90477,17,doing well on this test,doing well on future tests,improving at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
33,unsure,,male,no,yes,,90477,17,doing well on this test,doing well on future tests,improving at math,value,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,3,no
33,unsure,,male,no,yes,,90477,17,doing well on this test,doing well on future tests,improving at math,value,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,4,no
33,unsure,,male,no,yes,,90477,17,doing well on this test,doing well on future tests,improving at math,value,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,3,no
33,unsure,,male,no,yes,,90477,17,doing well on this test,doing well on future tests,improving at math,value,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,5,no
34,Im not sure ,No comment ,male,no,no,,56734,10,doing well on this test,improving at math,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
34,Im not sure ,No comment ,male,no,no,,56734,10,doing well on this test,improving at math,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
34,Im not sure ,No comment ,male,no,no,,56734,10,doing well on this test,improving at math,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
34,Im not sure ,No comment ,male,no,no,,56734,10,doing well on this test,improving at math,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
34,Im not sure ,No comment ,male,no,no,,56734,10,doing well on this test,improving at math,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
34,Im not sure ,No comment ,male,no,no,,56734,10,doing well on this test,improving at math,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
34,Im not sure ,No comment ,male,no,no,,56734,10,doing well on this test,improving at math,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
34,Im not sure ,No comment ,male,no,no,,56734,10,doing well on this test,improving at math,doing well on future tests,original,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
34,Im not sure ,No comment ,male,no,no,,56734,10,doing well on this test,improving at math,doing well on future tests,original,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,2,no
34,Im not sure ,No comment ,male,no,no,,56734,10,doing well on this test,improving at math,doing well on future tests,original,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,4,no
34,Im not sure ,No comment ,male,no,no,,56734,10,doing well on this test,improving at math,doing well on future tests,original,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,2,no
35,I have no idea,,male,no,yes,,400359,20,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
35,I have no idea,,male,no,yes,,400359,20,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
35,I have no idea,,male,no,yes,,400359,20,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
35,I have no idea,,male,no,yes,,400359,20,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
35,I have no idea,,male,no,yes,,400359,20,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
35,I have no idea,,male,no,yes,,400359,20,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
35,I have no idea,,male,no,yes,,400359,20,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
35,I have no idea,,male,no,yes,,400359,20,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,2,no
35,I have no idea,,male,no,yes,,400359,20,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,5,no
35,I have no idea,,male,no,yes,,400359,20,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,2,no
35,I have no idea,,male,no,yes,,400359,20,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,5,no
36,no idea,,male,no,no,,75891,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
36,no idea,,male,no,no,,75891,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
36,no idea,,male,no,no,,75891,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
36,no idea,,male,no,no,,75891,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
36,no idea,,male,no,no,,75891,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
36,no idea,,male,no,no,,75891,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
36,no idea,,male,no,no,,75891,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
36,no idea,,male,no,no,,75891,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,2,no
36,no idea,,male,no,no,,75891,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
36,no idea,,male,no,no,,75891,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,4,no
36,no idea,,male,no,no,,75891,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,2,no
37,If we believe we can change our intelligence,None,male,no,no,,319382,12,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
37,If we believe we can change our intelligence,None,male,no,no,,319382,12,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
37,If we believe we can change our intelligence,None,male,no,no,,319382,12,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
37,If we believe we can change our intelligence,None,male,no,no,,319382,12,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
37,If we believe we can change our intelligence,None,male,no,no,,319382,12,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
37,If we believe we can change our intelligence,None,male,no,no,,319382,12,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
37,If we believe we can change our intelligence,None,male,no,no,,319382,12,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
37,If we believe we can change our intelligence,None,male,no,no,,319382,12,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
37,If we believe we can change our intelligence,None,male,no,no,,319382,12,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,3,no
37,If we believe we can change our intelligence,None,male,no,no,,319382,12,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,2,no
37,If we believe we can change our intelligence,None,male,no,no,,319382,12,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,3,no
38,,,male,no,no,,227695,12,showing your teacher that you try at math,doing well on the upcoming test,improving at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
38,,,male,no,no,,227695,12,showing your teacher that you try at math,doing well on the upcoming test,improving at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
38,,,male,no,no,,227695,12,showing your teacher that you try at math,doing well on the upcoming test,improving at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
38,,,male,no,no,,227695,12,showing your teacher that you try at math,doing well on the upcoming test,improving at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
38,,,male,no,no,,227695,12,showing your teacher that you try at math,doing well on the upcoming test,improving at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
38,,,male,no,no,,227695,12,showing your teacher that you try at math,doing well on the upcoming test,improving at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
38,,,male,no,no,,227695,12,showing your teacher that you try at math,doing well on the upcoming test,improving at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
38,,,male,no,no,,227695,12,showing your teacher that you try at math,doing well on the upcoming test,improving at math,original,training,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
38,,,male,no,no,,227695,12,showing your teacher that you try at math,doing well on the upcoming test,improving at math,original,training,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,4,no
38,,,male,no,no,,227695,12,showing your teacher that you try at math,doing well on the upcoming test,improving at math,original,training,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,3,no
38,,,male,no,no,,227695,12,showing your teacher that you try at math,doing well on the upcoming test,improving at math,original,training,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,3,no
39,what we believe about mistakes,,female,no,yes,,546028,4,improving at math,being good at math,doing well on the upcoming test,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
39,what we believe about mistakes,,female,no,yes,,546028,4,improving at math,being good at math,doing well on the upcoming test,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
39,what we believe about mistakes,,female,no,yes,,546028,4,improving at math,being good at math,doing well on the upcoming test,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
39,what we believe about mistakes,,female,no,yes,,546028,4,improving at math,being good at math,doing well on the upcoming test,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
39,what we believe about mistakes,,female,no,yes,,546028,4,improving at math,being good at math,doing well on the upcoming test,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
39,what we believe about mistakes,,female,no,yes,,546028,4,improving at math,being good at math,doing well on the upcoming test,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
39,what we believe about mistakes,,female,no,yes,,546028,4,improving at math,being good at math,doing well on the upcoming test,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
39,what we believe about mistakes,,female,no,yes,,546028,4,improving at math,being good at math,doing well on the upcoming test,original,training,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,6,no
