entity1,entity2,increm1,increm2,theoryType,ability,effort,difficulty,response,practice0,practice6,practice10,sanity0,sanity1,workerID,gender,heardOf
3,3,4,4,improvement,high,high,easy,0.02,0.0,0.55,1.0,0.01,0.99,103,female,yes
3,3,4,4,performance,low,low,difficult,0.03,0.0,0.55,1.0,0.01,0.99,103,female,yes
3,3,4,4,performance,low,high,difficult,0.2,0.0,0.55,1.0,0.01,0.99,103,female,yes
3,3,4,4,performance,low,medium,difficult,0.17,0.0,0.55,1.0,0.01,0.99,103,female,yes
3,3,4,4,performance,low,low,easy,0.03,0.0,0.55,1.0,0.01,0.99,103,female,yes
3,3,4,4,performance,high,medium,easy,0.98,0.0,0.55,1.0,0.01,0.99,103,female,yes
3,3,4,4,performance,high,low,difficult,0.71,0.0,0.55,1.0,0.01,0.99,103,female,yes
5,6,4,4,performance,high,high,easy,1,0.0,0.62,1.0,0.0,1.0,104,male,no
5,6,4,4,performance,low,high,difficult,0.5,0.0,0.62,1.0,0.0,1.0,104,male,no
5,6,4,4,performance,low,low,easy,0.07,0.0,0.62,1.0,0.0,1.0,104,male,no
5,6,4,4,performance,high,medium,easy,0.65,0.0,0.62,1.0,0.0,1.0,104,male,no
5,6,4,4,performance,high,high,difficult,0.88,0.0,0.62,1.0,0.0,1.0,104,male,no
5,6,4,4,performance,high,low,easy,0.88,0.0,0.62,1.0,0.0,1.0,104,male,no
5,6,4,4,improvement,high,high,easy,0.59,0.0,0.62,1.0,0.0,1.0,104,male,no
5,6,4,4,improvement,high,medium,easy,0.32,0.0,0.62,1.0,0.0,1.0,104,male,no
5,6,4,4,improvement,high,medium,difficult,0.5,0.0,0.62,1.0,0.0,1.0,104,male,no
5,6,4,4,improvement,high,low,easy,0.02,0.0,0.62,1.0,0.0,1.0,104,male,no
5,6,4,4,improvement,low,high,difficult,0.6,0.0,0.62,1.0,0.0,1.0,104,male,no
5,6,4,4,improvement,low,medium,difficult,0.3,0.0,0.62,1.0,0.0,1.0,104,male,no
2,2,2,5,improvement,low,high,difficult,0.68,0.0,0.61,1.0,0.01,1.0,105,female,yes
2,2,2,5,improvement,high,low,difficult,0.06,0.0,0.61,1.0,0.01,1.0,105,female,yes
2,2,2,5,improvement,high,medium,difficult,0.27,0.0,0.61,1.0,0.01,1.0,105,female,yes
2,2,2,5,improvement,low,low,easy,0.01,0.0,0.61,1.0,0.01,1.0,105,female,yes
2,2,2,5,improvement,low,medium,difficult,0.24,0.0,0.61,1.0,0.01,1.0,105,female,yes
2,2,2,5,improvement,high,medium,easy,0.05,0.0,0.61,1.0,0.01,1.0,105,female,yes
2,2,2,5,performance,high,high,easy,0.91,0.0,0.61,1.0,0.01,1.0,105,female,yes
2,2,2,5,performance,low,high,easy,0.74,0.0,0.61,1.0,0.01,1.0,105,female,yes
2,2,2,5,performance,low,medium,difficult,0.65,0.0,0.61,1.0,0.01,1.0,105,female,yes
2,2,2,5,performance,low,low,easy,0.38,0.0,0.61,1.0,0.01,1.0,105,female,yes
2,2,2,5,performance,high,low,difficult,0.5,0.0,0.61,1.0,0.01,1.0,105,female,yes
2,2,2,5,performance,low,low,difficult,0.32,0.0,0.61,1.0,0.01,1.0,105,female,yes
4,5,4,3,improvement,high,low,difficult,0.89,0.0,0.71,1.0,0.1,1.0,106,female,no
4,5,4,3,improvement,low,low,easy,0.32,0.0,0.71,1.0,0.1,1.0,106,female,no
4,5,4,3,improvement,low,medium,easy,0.43,0.0,0.71,1.0,0.1,1.0,106,female,no
4,5,4,3,improvement,low,high,easy,0.75,0.0,0.71,1.0,0.1,1.0,106,female,no
4,5,4,3,improvement,high,medium,easy,0.66,0.0,0.71,1.0,0.1,1.0,106,female,no
4,5,4,3,improvement,low,high,difficult,0.02,0.0,0.71,1.0,0.1,1.0,106,female,no
4,5,4,3,performance,low,low,difficult,0.35,0.0,0.71,1.0,0.1,1.0,106,female,no
4,5,4,3,performance,high,medium,easy,0.57,0.0,0.71,1.0,0.1,1.0,106,female,no
4,5,4,3,performance,high,low,easy,0.79,0.0,0.71,1.0,0.1,1.0,106,female,no
4,5,4,3,performance,low,high,easy,0.56,0.0,0.71,1.0,0.1,1.0,106,female,no
4,5,4,3,performance,high,high,easy,1,0.0,0.71,1.0,0.1,1.0,106,female,no
4,5,4,3,performance,low,high,difficult,0.38,0.0,0.71,1.0,0.1,1.0,106,female,no
3,5,4,5,performance,low,low,difficult,0.18,0.0,0.64,1.0,0.0,1.0,107,female,no
3,5,4,5,performance,high,high,difficult,1,0.0,0.64,1.0,0.0,1.0,107,female,no
3,5,4,5,performance,low,medium,difficult,0.5,0.0,0.64,1.0,0.0,1.0,107,female,no
3,5,4,5,performance,low,high,easy,0.25,0.0,0.64,1.0,0.0,1.0,107,female,no
3,5,4,5,performance,high,high,easy,0.82,0.0,0.64,1.0,0.0,1.0,107,female,no
3,5,4,5,performance,high,medium,difficult,0.62,0.0,0.64,1.0,0.0,1.0,107,female,no
3,5,4,5,improvement,low,high,easy,0.18,0.0,0.64,1.0,0.0,1.0,107,female,no
3,5,4,5,improvement,high,low,easy,0.18,0.0,0.64,1.0,0.0,1.0,107,female,no
3,5,4,5,improvement,low,medium,difficult,0.56,0.0,0.64,1.0,0.0,1.0,107,female,no
3,5,4,5,improvement,high,high,easy,0.24,0.0,0.64,1.0,0.0,1.0,107,female,no
3,5,4,5,improvement,low,low,difficult,0.06,0.0,0.64,1.0,0.0,1.0,107,female,no
3,5,4,5,improvement,high,medium,difficult,0.61,0.0,0.64,1.0,0.0,1.0,107,female,no
3,4,5,4,improvement,low,high,difficult,0.9,0.02,0.77,0.98,0.01,0.97,108,female,no
3,4,5,4,improvement,high,low,difficult,0.32,0.02,0.77,0.98,0.01,0.97,108,female,no
3,4,5,4,improvement,low,medium,difficult,0.61,0.02,0.77,0.98,0.01,0.97,108,female,no
3,4,5,4,improvement,low,low,easy,0.03,0.02,0.77,0.98,0.01,0.97,108,female,no
3,4,5,4,improvement,low,medium,easy,0.37,0.02,0.77,0.98,0.01,0.97,108,female,no
3,4,5,4,improvement,high,high,difficult,0.99,0.02,0.77,0.98,0.01,0.97,108,female,no
3,4,5,4,performance,high,medium,easy,0.99,0.02,0.77,0.98,0.01,0.97,108,female,no
3,4,5,4,performance,low,medium,easy,0.66,0.02,0.77,0.98,0.01,0.97,108,female,no
3,4,5,4,performance,low,low,difficult,0.24,0.02,0.77,0.98,0.01,0.97,108,female,no
3,4,5,4,performance,high,low,easy,0.85,0.02,0.77,0.98,0.01,0.97,108,female,no
3,4,5,4,performance,high,low,difficult,0.74,0.02,0.77,0.98,0.01,0.97,108,female,no
3,4,5,4,performance,low,high,easy,0.71,0.02,0.77,0.98,0.01,0.97,108,female,no
3,3,3,3,performance,low,medium,difficult,0.43,0.48,0.62,1.0,0.0,1.0,109,male,no
3,3,3,3,performance,high,medium,difficult,1,0.48,0.62,1.0,0.0,1.0,109,male,no
3,3,3,3,performance,high,high,easy,0.78,0.48,0.62,1.0,0.0,1.0,109,male,no
3,3,3,3,performance,low,medium,easy,0.32,0.48,0.62,1.0,0.0,1.0,109,male,no
3,3,3,3,performance,low,high,difficult,0.14,0.48,0.62,1.0,0.0,1.0,109,male,no
3,3,3,3,performance,high,low,difficult,1,0.48,0.62,1.0,0.0,1.0,109,male,no
3,3,3,3,improvement,high,low,difficult,1,0.48,0.62,1.0,0.0,1.0,109,male,no
3,3,3,3,improvement,low,medium,difficult,0.31,0.48,0.62,1.0,0.0,1.0,109,male,no
3,3,3,3,improvement,high,low,easy,1,0.48,0.62,1.0,0.0,1.0,109,male,no
3,3,3,3,improvement,low,low,easy,0.62,0.48,0.62,1.0,0.0,1.0,109,male,no
3,3,3,3,improvement,low,medium,easy,0.57,0.48,0.62,1.0,0.0,1.0,109,male,no
3,3,3,3,improvement,high,medium,easy,1,0.48,0.62,1.0,0.0,1.0,109,male,no
3,4,4,4,improvement,high,high,difficult,0.76,0.0,0.61,1.0,0.0,1.0,110,female,no
3,4,4,4,improvement,high,medium,difficult,0.63,0.0,0.61,1.0,0.0,1.0,110,female,no
3,4,4,4,improvement,low,medium,easy,0.27,0.0,0.61,1.0,0.0,1.0,110,female,no
3,4,4,4,improvement,high,high,easy,0,0.0,0.61,1.0,0.0,1.0,110,female,no
3,4,4,4,improvement,low,medium,difficult,0.68,0.0,0.61,1.0,0.0,1.0,110,female,no
3,4,4,4,improvement,high,medium,easy,0,0.0,0.61,1.0,0.0,1.0,110,female,no
3,4,4,4,performance,high,low,easy,0.82,0.0,0.61,1.0,0.0,1.0,110,female,no
3,4,4,4,performance,high,medium,easy,0.79,0.0,0.61,1.0,0.0,1.0,110,female,no
3,4,4,4,performance,low,low,difficult,0.17,0.0,0.61,1.0,0.0,1.0,110,female,no
3,4,4,4,performance,low,high,difficult,0.63,0.0,0.61,1.0,0.0,1.0,110,female,no
3,4,4,4,performance,high,high,easy,1,0.0,0.61,1.0,0.0,1.0,110,female,no
3,4,4,4,performance,low,low,easy,0.42,0.0,0.61,1.0,0.0,1.0,110,female,no
2,1,5,5,performance,low,high,difficult,0.2,0.02,0.59,0.99,0.01,0.99,111,male,no
2,1,5,5,performance,high,high,difficult,0.81,0.02,0.59,0.99,0.01,0.99,111,male,no
2,1,5,5,performance,low,medium,easy,0.34,0.02,0.59,0.99,0.01,0.99,111,male,no
2,1,5,5,performance,low,high,easy,0.24,0.02,0.59,0.99,0.01,0.99,111,male,no
2,1,5,5,performance,low,low,easy,0.05,0.02,0.59,0.99,0.01,0.99,111,male,no
2,1,5,5,performance,high,medium,easy,0.7,0.02,0.59,0.99,0.01,0.99,111,male,no
2,1,5,5,improvement,high,low,difficult,0.19,0.02,0.59,0.99,0.01,0.99,111,male,no
2,1,5,5,improvement,low,high,easy,0.39,0.02,0.59,0.99,0.01,0.99,111,male,no
2,1,5,5,improvement,high,medium,easy,0.81,0.02,0.59,0.99,0.01,0.99,111,male,no
2,1,5,5,improvement,high,high,easy,0.71,0.02,0.59,0.99,0.01,0.99,111,male,no
2,1,5,5,improvement,low,low,easy,0.16,0.02,0.59,0.99,0.01,0.99,111,male,no
2,1,5,5,improvement,high,high,difficult,0.77,0.02,0.59,0.99,0.01,0.99,111,male,no
4,5,3,3,performance,low,low,difficult,0.1,0.02,0.75,1.0,0.04,0.97,112,male,no
4,5,3,3,performance,low,medium,difficult,0.31,0.02,0.75,1.0,0.04,0.97,112,male,no
4,5,3,3,performance,low,low,easy,0.39,0.02,0.75,1.0,0.04,0.97,112,male,no
4,5,3,3,performance,low,high,easy,0.77,0.02,0.75,1.0,0.04,0.97,112,male,no
4,5,3,3,performance,high,low,difficult,0.43,0.02,0.75,1.0,0.04,0.97,112,male,no
4,5,3,3,performance,high,high,difficult,0.98,0.02,0.75,1.0,0.04,0.97,112,male,no
4,5,3,3,improvement,low,low,easy,0.61,0.02,0.75,1.0,0.04,0.97,112,male,no
4,5,3,3,improvement,high,high,difficult,0.79,0.02,0.75,1.0,0.04,0.97,112,male,no
4,5,3,3,improvement,high,medium,easy,0.29,0.02,0.75,1.0,0.04,0.97,112,male,no
4,5,3,3,improvement,low,medium,difficult,0.41,0.02,0.75,1.0,0.04,0.97,112,male,no
4,5,3,3,improvement,high,low,difficult,0.65,0.02,0.75,1.0,0.04,0.97,112,male,no
4,5,3,3,improvement,high,high,easy,0.43,0.02,0.75,1.0,0.04,0.97,112,male,no
1,1,5,6,performance,high,medium,difficult,0.38,0.0,0.59,1.0,0.0,1.0,113,male,no
1,1,5,6,performance,high,low,difficult,0.26,0.0,0.59,1.0,0.0,1.0,113,male,no
1,1,5,6,performance,high,high,difficult,0.97,0.0,0.59,1.0,0.0,1.0,113,male,no
1,1,5,6,performance,high,low,easy,0.78,0.0,0.59,1.0,0.0,1.0,113,male,no
1,1,5,6,performance,low,low,easy,0.07,0.0,0.59,1.0,0.0,1.0,113,male,no
1,1,5,6,performance,low,high,easy,0.6,0.0,0.59,1.0,0.0,1.0,113,male,no
1,1,5,6,improvement,low,medium,easy,0.21,0.0,0.59,1.0,0.0,1.0,113,male,no
1,1,5,6,improvement,low,low,difficult,0,0.0,0.59,1.0,0.0,1.0,113,male,no
1,1,5,6,improvement,low,low,easy,0.13,0.0,0.59,1.0,0.0,1.0,113,male,no
1,1,5,6,improvement,high,high,difficult,0.75,0.0,0.59,1.0,0.0,1.0,113,male,no
1,1,5,6,improvement,high,low,easy,0.17,0.0,0.59,1.0,0.0,1.0,113,male,no
1,1,5,6,improvement,low,high,difficult,0.29,0.0,0.59,1.0,0.0,1.0,113,male,no
1,1,6,6,improvement,low,low,easy,0.2,0.0,0.44,1.0,0.0,1.0,114,female,yes
1,1,6,6,improvement,low,high,easy,0.58,0.0,0.44,1.0,0.0,1.0,114,female,yes
1,1,6,6,improvement,high,high,easy,0.55,0.0,0.44,1.0,0.0,1.0,114,female,yes
1,1,6,6,improvement,low,medium,difficult,0.7,0.0,0.44,1.0,0.0,1.0,114,female,yes
1,1,6,6,improvement,low,medium,easy,0.51,0.0,0.44,1.0,0.0,1.0,114,female,yes
1,1,6,6,improvement,low,low,difficult,0.32,0.0,0.44,1.0,0.0,1.0,114,female,yes
1,1,6,6,performance,low,medium,difficult,0.54,0.0,0.44,1.0,0.0,1.0,114,female,yes
1,1,6,6,performance,high,low,easy,0.67,0.0,0.44,1.0,0.0,1.0,114,female,yes
1,1,6,6,performance,low,high,difficult,0.7,0.0,0.44,1.0,0.0,1.0,114,female,yes
1,1,6,6,performance,low,high,easy,0.78,0.0,0.44,1.0,0.0,1.0,114,female,yes
1,1,6,6,performance,high,medium,easy,0.83,0.0,0.44,1.0,0.0,1.0,114,female,yes
1,1,6,6,performance,high,medium,difficult,0.76,0.0,0.44,1.0,0.0,1.0,114,female,yes
1,1,6,6,improvement,high,medium,easy,0.05,0.01,0.6,0.98,0.01,0.98,115,female,no
1,1,6,6,improvement,high,medium,difficult,0.63,0.01,0.6,0.98,0.01,0.98,115,female,no
1,1,6,6,improvement,low,high,difficult,0.86,0.01,0.6,0.98,0.01,0.98,115,female,no
1,1,6,6,improvement,low,medium,difficult,0.69,0.01,0.6,0.98,0.01,0.98,115,female,no
1,1,6,6,improvement,low,medium,easy,0.22,0.01,0.6,0.98,0.01,0.98,115,female,no
1,1,6,6,improvement,high,high,difficult,0.79,0.01,0.6,0.98,0.01,0.98,115,female,no
1,1,6,6,performance,low,medium,easy,0.61,0.01,0.6,0.98,0.01,0.98,115,female,no
1,1,6,6,performance,high,high,easy,0.97,0.01,0.6,0.98,0.01,0.98,115,female,no
1,1,6,6,performance,low,medium,difficult,0.58,0.01,0.6,0.98,0.01,0.98,115,female,no
1,1,6,6,performance,high,high,difficult,0.68,0.01,0.6,0.98,0.01,0.98,115,female,no
1,1,6,6,performance,low,high,difficult,0.59,0.01,0.6,0.98,0.01,0.98,115,female,no
1,1,6,6,performance,low,low,difficult,0.03,0.01,0.6,0.98,0.01,0.98,115,female,no
5,3,4,5,improvement,high,medium,easy,0.37,0.0,0.58,0.98,0.0,1.0,116,male,no
5,3,4,5,improvement,high,medium,difficult,0.43,0.0,0.58,0.98,0.0,1.0,116,male,no
5,3,4,5,improvement,low,high,difficult,0.83,0.0,0.58,0.98,0.0,1.0,116,male,no
5,3,4,5,improvement,low,high,easy,0.24,0.0,0.58,0.98,0.0,1.0,116,male,no
5,3,4,5,improvement,high,low,easy,0.38,0.0,0.58,0.98,0.0,1.0,116,male,no
5,3,4,5,improvement,low,medium,easy,0.39,0.0,0.58,0.98,0.0,1.0,116,male,no
5,3,4,5,performance,low,high,easy,0.83,0.0,0.58,0.98,0.0,1.0,116,male,no
5,3,4,5,performance,high,medium,difficult,0.58,0.0,0.58,0.98,0.0,1.0,116,male,no
5,3,4,5,performance,low,medium,difficult,0.65,0.0,0.58,0.98,0.0,1.0,116,male,no
5,3,4,5,performance,high,medium,easy,0.91,0.0,0.58,0.98,0.0,1.0,116,male,no
5,3,4,5,performance,high,high,difficult,0.94,0.0,0.58,0.98,0.0,1.0,116,male,no
5,3,4,5,performance,low,low,easy,0.34,0.0,0.58,0.98,0.0,1.0,116,male,no
2,2,5,5,performance,high,high,easy,0.89,0.0,0.63,1.0,0.0,1.0,117,male,no
2,2,5,5,performance,low,high,easy,0.56,0.0,0.63,1.0,0.0,1.0,117,male,no
2,2,5,5,performance,high,low,difficult,0.85,0.0,0.63,1.0,0.0,1.0,117,male,no
2,2,5,5,performance,low,medium,difficult,0.51,0.0,0.63,1.0,0.0,1.0,117,male,no
2,2,5,5,performance,low,high,difficult,0.64,0.0,0.63,1.0,0.0,1.0,117,male,no
2,2,5,5,performance,low,low,difficult,0.33,0.0,0.63,1.0,0.0,1.0,117,male,no
2,2,5,5,improvement,low,medium,easy,0.62,0.0,0.63,1.0,0.0,1.0,117,male,no
2,2,5,5,improvement,low,low,difficult,0.23,0.0,0.63,1.0,0.0,1.0,117,male,no
2,2,5,5,improvement,high,medium,easy,0.72,0.0,0.63,1.0,0.0,1.0,117,male,no
2,2,5,5,improvement,high,high,easy,0.97,0.0,0.63,1.0,0.0,1.0,117,male,no
2,2,5,5,improvement,low,low,easy,0.29,0.0,0.63,1.0,0.0,1.0,117,male,no
2,2,5,5,improvement,high,low,difficult,0.53,0.0,0.63,1.0,0.0,1.0,117,male,no
4,4,3,3,performance,low,high,difficult,0.59,0.0,0.61,1.0,0.0,1.0,118,male,no
4,4,3,3,performance,high,low,easy,0.99,0.0,0.61,1.0,0.0,1.0,118,male,no
4,4,3,3,performance,high,high,difficult,0.99,0.0,0.61,1.0,0.0,1.0,118,male,no
4,4,3,3,performance,high,medium,difficult,0.83,0.0,0.61,1.0,0.0,1.0,118,male,no
4,4,3,3,performance,low,low,difficult,0.11,0.0,0.61,1.0,0.0,1.0,118,male,no
4,4,3,3,performance,high,high,easy,1,0.0,0.61,1.0,0.0,1.0,118,male,no
4,4,3,3,improvement,high,low,easy,0.1,0.0,0.61,1.0,0.0,1.0,118,male,no
4,4,3,3,improvement,high,high,easy,0.2,0.0,0.61,1.0,0.0,1.0,118,male,no
4,4,3,3,improvement,low,medium,difficult,0.58,0.0,0.61,1.0,0.0,1.0,118,male,no
4,4,3,3,improvement,high,high,difficult,0.81,0.0,0.61,1.0,0.0,1.0,118,male,no
4,4,3,3,improvement,low,low,easy,0.07,0.0,0.61,1.0,0.0,1.0,118,male,no
4,4,3,3,improvement,high,medium,difficult,0.62,0.0,0.61,1.0,0.0,1.0,118,male,no
1,1,6,6,improvement,low,medium,easy,0.57,0.0,0.43,1.0,0.0,1.0,119,female,yes
1,1,6,6,improvement,high,low,difficult,0.13,0.0,0.43,1.0,0.0,1.0,119,female,yes
1,1,6,6,improvement,high,medium,difficult,0.67,0.0,0.43,1.0,0.0,1.0,119,female,yes
1,1,6,6,improvement,low,low,difficult,0.16,0.0,0.43,1.0,0.0,1.0,119,female,yes
1,1,6,6,improvement,high,high,difficult,0.98,0.0,0.43,1.0,0.0,1.0,119,female,yes
1,1,6,6,improvement,low,medium,difficult,0.5,0.0,0.43,1.0,0.0,1.0,119,female,yes
1,1,6,6,performance,low,high,difficult,0.65,0.0,0.43,1.0,0.0,1.0,119,female,yes
1,1,6,6,performance,low,medium,easy,0.65,0.0,0.43,1.0,0.0,1.0,119,female,yes
1,1,6,6,performance,low,medium,difficult,0.64,0.0,0.43,1.0,0.0,1.0,119,female,yes
1,1,6,6,performance,low,low,difficult,0.57,0.0,0.43,1.0,0.0,1.0,119,female,yes
1,1,6,6,performance,low,high,easy,0.82,0.0,0.43,1.0,0.0,1.0,119,female,yes
1,1,6,6,performance,high,low,difficult,0.59,0.0,0.43,1.0,0.0,1.0,119,female,yes
2,2,4,5,performance,low,low,difficult,0.16,0.0,0.58,1.0,0.0,1.0,120,female,no
2,2,4,5,performance,high,low,easy,0.9,0.0,0.58,1.0,0.0,1.0,120,female,no
2,2,4,5,performance,low,low,easy,0.57,0.0,0.58,1.0,0.0,1.0,120,female,no
2,2,4,5,performance,high,medium,easy,0.95,0.0,0.58,1.0,0.0,1.0,120,female,no
2,2,4,5,performance,high,high,easy,1,0.0,0.58,1.0,0.0,1.0,120,female,no
2,2,4,5,performance,high,high,difficult,0.94,0.0,0.58,1.0,0.0,1.0,120,female,no
2,2,4,5,improvement,high,medium,difficult,0.67,0.0,0.58,1.0,0.0,1.0,120,female,no
2,2,4,5,improvement,high,low,difficult,0.28,0.0,0.58,1.0,0.0,1.0,120,female,no
2,2,4,5,improvement,high,low,easy,0.54,0.0,0.58,1.0,0.0,1.0,120,female,no
2,2,4,5,improvement,low,high,easy,0.92,0.0,0.58,1.0,0.0,1.0,120,female,no
2,2,4,5,improvement,high,medium,easy,0.55,0.0,0.58,1.0,0.0,1.0,120,female,no
2,2,4,5,improvement,high,high,difficult,0.71,0.0,0.58,1.0,0.0,1.0,120,female,no
5,5,2,2,improvement,high,medium,easy,0.22,0.0,0.62,1.0,0.0,1.0,121,male,no
5,5,2,2,improvement,high,medium,difficult,0.67,0.0,0.62,1.0,0.0,1.0,121,male,no
5,5,2,2,improvement,high,low,difficult,0.44,0.0,0.62,1.0,0.0,1.0,121,male,no
5,5,2,2,improvement,high,low,easy,0.06,0.0,0.62,1.0,0.0,1.0,121,male,no
5,5,2,2,improvement,low,medium,difficult,0.35,0.0,0.62,1.0,0.0,1.0,121,male,no
5,5,2,2,improvement,low,low,difficult,0.04,0.0,0.62,1.0,0.0,1.0,121,male,no
5,5,2,2,performance,low,medium,difficult,0.28,0.0,0.62,1.0,0.0,1.0,121,male,no
5,5,2,2,performance,high,medium,easy,0.91,0.0,0.62,1.0,0.0,1.0,121,male,no
5,5,2,2,performance,low,medium,easy,0.32,0.0,0.62,1.0,0.0,1.0,121,male,no
5,5,2,2,performance,low,high,easy,0.51,0.0,0.62,1.0,0.0,1.0,121,male,no
5,5,2,2,performance,low,high,difficult,0.46,0.0,0.62,1.0,0.0,1.0,121,male,no
5,5,2,2,performance,high,low,difficult,0.57,0.0,0.62,1.0,0.0,1.0,121,male,no
1,1,5,6,improvement,high,high,difficult,0.97,0.0,0.63,0.99,0.0,1.0,122,male,no
1,1,5,6,improvement,low,medium,easy,0,0.0,0.63,0.99,0.0,1.0,122,male,no
1,1,5,6,improvement,low,low,difficult,0.02,0.0,0.63,0.99,0.0,1.0,122,male,no
1,1,5,6,improvement,high,medium,easy,0.18,0.0,0.63,0.99,0.0,1.0,122,male,no
1,1,5,6,improvement,high,high,easy,0.39,0.0,0.63,0.99,0.0,1.0,122,male,no
1,1,5,6,improvement,high,low,difficult,0.14,0.0,0.63,0.99,0.0,1.0,122,male,no
1,1,5,6,performance,high,medium,easy,0.85,0.0,0.63,0.99,0.0,1.0,122,male,no
1,1,5,6,performance,high,low,difficult,0.4,0.0,0.63,0.99,0.0,1.0,122,male,no
1,1,5,6,performance,low,low,easy,0,0.0,0.63,0.99,0.0,1.0,122,male,no
1,1,5,6,performance,high,high,difficult,1,0.0,0.63,0.99,0.0,1.0,122,male,no
1,1,5,6,performance,low,high,easy,0.6,0.0,0.63,0.99,0.0,1.0,122,male,no
1,1,5,6,performance,high,low,easy,0.6,0.0,0.63,0.99,0.0,1.0,122,male,no
1,2,5,5,improvement,high,low,difficult,0.5,0.0,0.6,1.0,0.09,1.0,123,male,yes
1,2,5,5,improvement,low,low,difficult,0.11,0.0,0.6,1.0,0.09,1.0,123,male,yes
1,2,5,5,improvement,low,medium,easy,0.55,0.0,0.6,1.0,0.09,1.0,123,male,yes
1,2,5,5,improvement,high,low,easy,0.22,0.0,0.6,1.0,0.09,1.0,123,male,yes
1,2,5,5,improvement,low,high,easy,0.55,0.0,0.6,1.0,0.09,1.0,123,male,yes
1,2,5,5,improvement,high,high,easy,0.56,0.0,0.6,1.0,0.09,1.0,123,male,yes
1,2,5,5,performance,high,high,difficult,0.89,0.0,0.6,1.0,0.09,1.0,123,male,yes
1,2,5,5,performance,low,medium,difficult,0.5,0.0,0.6,1.0,0.09,1.0,123,male,yes
1,2,5,5,performance,high,medium,difficult,0.58,0.0,0.6,1.0,0.09,1.0,123,male,yes
1,2,5,5,performance,low,low,difficult,0.2,0.0,0.6,1.0,0.09,1.0,123,male,yes
1,2,5,5,performance,low,high,easy,0.71,0.0,0.6,1.0,0.09,1.0,123,male,yes
1,2,5,5,performance,high,low,difficult,0.75,0.0,0.6,1.0,0.09,1.0,123,male,yes
1,1,6,6,performance,low,medium,easy,0.68,0.89,0.0,0.48,0.21,1.0,124,male,no
1,1,6,6,performance,high,low,easy,1,0.89,0.0,0.48,0.21,1.0,124,male,no
1,1,6,6,performance,low,high,easy,0.82,0.89,0.0,0.48,0.21,1.0,124,male,no
1,1,6,6,performance,high,low,difficult,0.64,0.89,0.0,0.48,0.21,1.0,124,male,no
1,1,6,6,performance,low,medium,difficult,0.74,0.89,0.0,0.48,0.21,1.0,124,male,no
1,1,6,6,performance,low,high,difficult,0.44,0.89,0.0,0.48,0.21,1.0,124,male,no
1,1,6,6,improvement,low,medium,easy,0.64,0.89,0.0,0.48,0.21,1.0,124,male,no
1,1,6,6,improvement,low,medium,difficult,0.77,0.89,0.0,0.48,0.21,1.0,124,male,no
1,1,6,6,improvement,high,high,difficult,0.69,0.89,0.0,0.48,0.21,1.0,124,male,no
1,1,6,6,improvement,high,high,easy,0,0.89,0.0,0.48,0.21,1.0,124,male,no
1,1,6,6,improvement,low,low,difficult,0,0.89,0.0,0.48,0.21,1.0,124,male,no
1,1,6,6,improvement,low,high,difficult,1,0.89,0.0,0.48,0.21,1.0,124,male,no
5,5,2,2,improvement,low,high,difficult,0.43,0.0,0.36,1.0,0.01,1.0,125,male,no
5,5,2,2,improvement,high,low,difficult,0.09,0.0,0.36,1.0,0.01,1.0,125,male,no
5,5,2,2,improvement,high,high,difficult,0.55,0.0,0.36,1.0,0.01,1.0,125,male,no
5,5,2,2,improvement,low,low,difficult,0,0.0,0.36,1.0,0.01,1.0,125,male,no
5,5,2,2,improvement,low,low,easy,0,0.0,0.36,1.0,0.01,1.0,125,male,no
5,5,2,2,improvement,low,medium,easy,0.07,0.0,0.36,1.0,0.01,1.0,125,male,no
5,5,2,2,performance,low,low,difficult,0.11,0.0,0.36,1.0,0.01,1.0,125,male,no
5,5,2,2,performance,high,high,difficult,1,0.0,0.36,1.0,0.01,1.0,125,male,no
5,5,2,2,performance,low,medium,difficult,0.38,0.0,0.36,1.0,0.01,1.0,125,male,no
5,5,2,2,performance,low,high,difficult,0.47,0.0,0.36,1.0,0.01,1.0,125,male,no
5,5,2,2,performance,low,high,easy,0.58,0.0,0.36,1.0,0.01,1.0,125,male,no
5,5,2,2,performance,high,low,difficult,0.59,0.0,0.36,1.0,0.01,1.0,125,male,no
2,3,3,4,improvement,low,medium,difficult,0.57,0.0,0.6,1.0,0.0,1.0,126,male,no
2,3,3,4,improvement,high,medium,difficult,0.62,0.0,0.6,1.0,0.0,1.0,126,male,no
2,3,3,4,improvement,low,low,difficult,0.2,0.0,0.6,1.0,0.0,1.0,126,male,no
2,3,3,4,improvement,high,high,difficult,0.62,0.0,0.6,1.0,0.0,1.0,126,male,no
2,3,3,4,improvement,low,low,easy,0.32,0.0,0.6,1.0,0.0,1.0,126,male,no
2,3,3,4,improvement,low,medium,easy,0.57,0.0,0.6,1.0,0.0,1.0,126,male,no
2,3,3,4,performance,high,medium,difficult,0.92,0.0,0.6,1.0,0.0,1.0,126,male,no
2,3,3,4,performance,high,high,easy,1,0.0,0.6,1.0,0.0,1.0,126,male,no
2,3,3,4,performance,low,low,easy,0.4,0.0,0.6,1.0,0.0,1.0,126,male,no
2,3,3,4,performance,low,high,difficult,0.69,0.0,0.6,1.0,0.0,1.0,126,male,no
2,3,3,4,performance,low,high,easy,0.63,0.0,0.6,1.0,0.0,1.0,126,male,no
